trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
47086	10045	0	2	3	3	1	1	1.0	2	2013	11	25	1	13.0	34	1	1	1	2046	0.474166667	0.143333333	0.098888889	0.0	0.168333333	0.0	0	0.093888889	1.5	0.3	10.5	0.701183
47097	10046	3	1	4	2	1	5	0.0	2	2013	11	25	1	15.41666667	5	1	0	2	1298	0.347777778	0.1011111109999999	0.199722222	0.0	0.053888889	0.0	0	0.082222222	0.0	0.24	0.0	0.0810811
47102	10047	1	1	4	4	6	1	1.0	2	2013	11	25	1	16.0	34	0	1	0	15387	3.706944444	1.222222222	0.035	0.0	1.191111111	0.1	1	0.828611111	3.0	2.57	0.0	0.399598
47112	10050	0	1	4	3	1	1	1.0	2	2013	11	26	2	9.0	55	0	1	2	679	0.296111111	0.089444444	0.170277778	0.0	0.033611111	0.0	0	0.065833333	1.5	0.19	0.0	0.118143
47130	10053	0	2	1	3	6	4	0.5	2	2013	11	26	2	15.0	30	1	0	0	562	0.140277778	0.053888889	0.0627777779999999	0.0	0.023888889	0.0	0	0.041111111	0.75	0.09	0.0	0.0
47147	10056	0	1	4	5	1	1	1.0	2	2013	11	26	2	8.916666667000001	54	0	1	2	12023	2.7461111110000003	0.963611111	0.205277778	0.2	0.651666667	0.1166666669999999	1	0.721944444	4.0	2.06	0.0	0.548673
47159	10057	0	0	2	1	6	1	1.0	2	2013	11	26	2	8.166666667000001	34	0	1	0	6821	1.6025	0.589722222	0.150277778	0.183333333	0.246111111	0.1	1	0.685555556	4.4	1.44	10.5	0.820908
47169	10059	2	0	4	3	1	1	1.0	2	2013	11	26	2	10.75	54	1	1	1	3228	0.735	0.198055556	0.163888889	0.0	0.218333333	0.0	0	0.149166667	1.5	0.63	0.0	0.238361
47177	10060	3	1	4	1	1	1	1.0	2	2013	11	26	2	17.5	46	0	1	1	16160	3.955	1.205833333	0.1888888889999999	0.966666667	0.208888889	0.2625	2	0.912777778	5.4	3.19	0.0	0.515216
47186	10063	0	2	1	5	1	4	1.0	2	2013	11	26	2	15.41666667	25	0	1	1	476	0.118888889	0.086944444	0.0725	0.016666667	0.0	0.0	0	0.125833333	1.6	0.25	10.5	0.613687
47212	10068	1	0	4	1	1	1	1.0	2	2013	11	27	3	6.75	61	1	1	2	6199	1.457222222	0.418611111	0.198055556	0.0	0.2666666669999999	0.0	0	0.205	1.5	0.88	0.0	0.108401
47222	10070	0	2	4	3	1	5	0.0	2	2013	11	27	3	14.0	63	0	1	2	6274	1.5283333330000002	0.529444444	0.168333333	0.0	0.630833333	0.0	0	0.328333333	0.0	1.1	0.0	0.133672
47223	10070	1	0	4	3	1	5	0.0	2	2013	11	27	3	11.0	61	1	1	2	6337	1.573611111	0.6088888889999999	0.1938888889999999	0.0	0.570277778	0.0	0	0.423055556	0.0	1.41	0.0	0.109652
47262	10078	1	0	4	3	2	5	0.0	2	2013	11	27	3	7.666666667	10	1	0	2	3264	0.796666667	0.240555556	0.150833333	0.0	0.390555556	0.0	0	0.221111111	0.0	0.52	0.0	0.51005
47275	10080	1	3	3	3	6	1	1.0	2	2013	11	27	3	17.66666667	39	0	0	0	9776	2.296944444	0.818888889	0.099444444	0.2	0.35	0.1166666669999999	1	0.867222222	4.4	1.83	10.5	0.814222
47282	10081	0	0	3	1	6	1	1.0	2	2013	11	27	3	8.5	31	1	0	0	10888	2.696944444	0.8855555559999999	0.1030555559999999	0.6333333329999999	0.0	0.1166666669999999	1	0.8986111109999999	3.3	2.03	10.5	0.727666
47287	10082	0	3	3	3	6	4	0.5	2	2013	11	27	3	19.5	20	0	0	0	4176	1.007222222	0.306388889	0.0886111109999999	0.0	0.302222222	0.0	0	0.289166667	0.75	0.68	0.0	0.409222
47298	10085	1	1	3	4	1	1	1.0	2	2013	11	28	4	17.0	39	1	0	1	17363	4.081388888999999	1.224166667	0.242222222	0.5	0.0	0.083333333	1	0.9325	4.7	2.74	10.5	0.607388
47352	10095	1	0	4	2	1	1	1.0	2	2013	11	28	4	8.666666667000001	33	0	1	2	844	0.176666667	0.053055556	0.071666667	0.0	0.046944444	0.0	0	0.0436111109999999	1.5	0.13	0.0	0.203822
47362	10098	0	0	3	3	6	5	0.0	2	2013	11	28	4	14.41666667	68	0	0	0	16565	3.948333333	1.292777778	0.051944444	0.2166666669999999	0.213333333	0.45	3	1.1180555559999998	0.0	2.8	10.5	0.6700619999999999
47406	10109	0	0	3	4	2	1	1.0	2	2013	11	28	4	16.0	36	0	1	2	18059	4.6505555560000005	1.434166667	0.163055556	0.9	0.0	0.066666667	1	0.927222222	2.8	3.31	0.0	0.5820850000000001
47436	10113	1	3	4	5	1	1	1.0	2	2013	11	29	5	15.26666667	44	1	1	1	585	0.2163888889999999	0.0675	0.177777778	0.0	0.0258333329999999	0.0	0	0.056111111	1.5	0.15	0.0	0.128713
47441	10113	3	2	4	2	1	3	0.0	2	2013	11	29	5	15.08333333	13	1	0	1	1320	0.3975	0.157222222	0.139444444	0.0	0.1016666669999999	0.0	0	0.1172222219999999	0.0	0.3	0.0	0.0853081
47454	10114	0	3	4	3	6	1	1.0	2	2013	11	29	5	23.5	52	0	1	0	7449	1.708333333	0.670277778	0.183055556	0.35	0.0	0.0	0	0.2844444439999999	2.4	1.05	0.0	0.682617
47468	10117	0	2	3	3	1	5	0.0	2	2013	11	29	5	14.0	65	0	1	1	1691	0.4377777779999999	0.203055556	0.1436111109999999	0.066666667	0.0	0.0	0	0.145	0.0	0.35	10.5	0.62069
47479	10118	1	1	4	3	1	5	0.0	2	2013	11	29	5	11.1	83	1	1	1	573	0.2125	0.0625	0.0611111109999999	0.0	0.044444444	0.0	0	0.052777778	0.0	0.15	0.0	0.0157895
47495	10120	0	3	3	3	1	1	1.0	2	2013	11	29	5	21.5	56	0	1	1	23929	5.194166667	1.518055556	0.289166667	0.6	0.0	0.1166666669999999	1	0.886111111	5.5	3.38	0.0	0.481191
47500	10121	0	0	4	3	6	1	1.0	2	2013	11	29	5	6.25	40	1	0	0	3588	0.8430555559999999	0.225833333	0.2069444439999999	0.0	0.196111111	0.0	0	0.163055556	1.5	0.53	0.0	0.0562181
47523	10126	1	0	3	3	1	5	0.0	2	2013	11	29	5	13.0	61	1	0	1	8562	2.047777778	0.709722222	0.168611111	0.166666667	0.2072222219999999	0.1166666669999999	1	0.6477777779999999	0.0	1.76	10.5	0.599485
47526	10127	0	0	3	3	5	5	0.0	2	2013	11	29	5	11.0	71	0	1	2	2550	0.576388889	0.199166667	0.1172222219999999	0.0	0.183333333	0.0	0	0.155	0.0	0.55	0.0	0.516129
47539	10130	0	2	3	3	1	5	0.0	2	2013	11	29	5	17.25	80	1	1	2	6589	1.513333333	0.464444444	0.316944444	0.35	0.0	0.0	0	0.491388889	0.0	1.21	0.0	0.539853
47543	10132	0	2	3	3	6	1	0.5	2	2013	11	29	5	12.0	23	1	0	0	5403	1.351388889	0.466111111	0.298888889	0.166666667	0.0	0.083333333	1	0.433611111	2.4	1.04	10.5	0.728379
47559	10136	0	0	4	4	5	1	1.0	2	2013	11	30	6	6.5	55	0	1	1	10292	2.5927777780000003	0.793055556	0.107777778	0.033333333	0.581111111	0.2166666669999999	2	0.333611111	4.5	2.0	0.0	0.1890089999999999
47574	10141	0	3	1	3	6	1	1.0	2	2013	11	30	6	15.83333333	56	1	1	0	993	0.297777778	0.093055556	0.226666667	0.0	0.05	0.0	0	0.1155555559999999	1.5	0.26	0.0	0.158654
47581	10142	0	4	4	3	5	1	1.0	2	2013	11	30	6	15.5	44	1	1	2	1229	0.362222222	0.108611111	0.071944444	0.0	0.133333333	0.0	0	0.082222222	1.5	0.3	0.0	0.0
47604	10146	0	1	4	4	1	1	1.0	2	2013	11	30	6	10.5	41	0	1	2	1456	0.393055556	0.114166667	0.096944444	0.0	0.0777777779999999	0.0	0	0.095277778	1.5	0.29	0.0	0.090379
47629	10153	0	1	3	5	6	1	1.0	2	2013	11	30	6	15.0	22	0	0	0	1061	0.281388889	0.098888889	0.150555556	0.033333333	0.0	0.0	0	0.095833333	2.4	0.21	10.5	0.414493
47647	10155	1	0	4	1	5	1	1.0	2	2013	12	1	7	10.0	51	1	1	2	11505	2.662777778	0.743611111	0.261111111	0.2	0.3125	0.1166666669999999	1	0.52	3.4	2.24	0.0	0.158654
47671	10162	0	0	4	3	2	1	1.0	2	2013	12	1	7	14.0	39	0	1	2	730	0.194444444	0.078055556	0.1191666669999999	0.0	0.047222222	0.0	0	0.0577777779999999	1.5	0.12	0.0	0.4375
47730	10177	0	1	3	2	6	4	0.5	2	2013	12	2	1	19.33333333	23	0	1	0	8166	1.96	0.7375	0.156944444	0.283333333	0.109444444	0.140555556	1	0.275833333	2.35	1.02	0.0	0.5407850000000001
47735	10178	1	2	4	3	2	1	1.0	2	2013	12	2	1	21.0	52	1	1	1	1108	0.281388889	0.0875	0.061944444	0.0	0.055555556	0.0	0	0.081111111	1.5	0.18	0.0	0.0684932
47767	10182	3	0	1	2	1	3	0.0	2	2013	12	2	1	8.416666667000001	13	1	0	1	921	0.213055556	0.074444444	0.079444444	0.0	0.052222222	0.0	0	0.076944444	0.0	0.2	0.0	0.4368229999999999
47779	10185	0	2	3	5	3	5	0.0	2	2013	12	2	1	16.5	70	0	1	2	3372	0.8119444440000001	0.2344444439999999	0.251388889	0.0	0.253055556	0.0	0	0.223611111	0.0	0.64	0.0	0.404969
47790	10186	4	1	1	5	2	2	0.0	2	2013	12	2	1	12.66666667	17	1	0	1	222	0.054166667	0.035555556	0.0375	0.0	0.0288888889999999	0.0	0	0.035555556	0.0	0.05	0.0	0.640625
47792	10186	4	5	4	3	2	2	0.0	2	2013	12	2	1	19.16666667	17	1	0	1	1002	0.305277778	0.105555556	0.125833333	0.0	0.152777778	0.0	0	0.070833333	0.0	0.18	0.0	0.231373
47801	10188	0	1	4	2	2	1	1.0	2	2013	12	3	2	8.916666667000001	53	1	1	1	518	0.174166667	0.078055556	0.1025	0.0	0.023888889	0.0	0	0.051388889	1.5	0.11	0.0	0.0432431999999999
47803	10188	0	3	4	3	2	1	1.0	2	2013	12	3	2	10.91666667	53	1	1	1	1285	0.267777778	0.0775	0.081388889	0.05	0.0	0.0	0	0.072777778	1.5	0.17	0.0	0.0839695
47811	10188	2	2	4	3	2	5	0.0	2	2013	12	3	2	16.66666667	7	1	0	1	1381	0.325277778	0.123055556	0.1	0.033333333	0.0	0.0	0	0.081111111	0.0	0.2	0.0	0.253425
47818	10190	1	3	3	3	1	5	0.0	2	2013	12	3	2	16.83333333	61	0	1	1	4032	0.954166667	0.356111111	0.178611111	0.0	0.288611111	0.0	0	0.244722222	0.0	0.77	0.0	0.405221
47831	10192	1	0	3	1	1	5	0.0	2	2013	12	3	2	5.083333333	70	0	1	1	10526	2.307777778	0.6838888890000001	0.0991666669999999	0.0	0.416666667	0.0	0	0.343055556	0.0	1.42	0.0	0.178138
47836	10193	0	1	3	1	1	1	1.0	2	2013	12	3	2	15.0	42	0	1	1	17914	4.319166667	1.401388889	0.203888889	0.6166666670000001	0.1375	0.2666666669999999	2	1.135555556	6.8	3.42	0.0	0.641879
47841	10194	2	0	3	2	6	4	1.0	2	2013	12	3	2	13.0	18	0	0	0	2960	0.750833333	0.257222222	0.26	0.0	0.206666667	0.0	0	0.218611111	1.5	0.61	0.0	0.357052
47871	10200	1	0	4	1	1	1	1.0	2	2013	12	3	2	8.833333332999999	42	0	1	1	3193	0.8975	0.306944444	0.193333333	0.0	0.3833333329999999	0.0	0	0.208888889	1.5	0.87	0.0	0.317819
47884	10201	0	1	4	5	1	1	1.0	2	2013	12	3	2	8.666666667000001	43	1	0	1	5352	1.362777778	0.428888889	0.334722222	0.166666667	0.0	0.0	0	0.245833333	1.7	0.89	0.0	0.40791
47900	10206	1	0	3	1	6	1	1.0	2	2013	12	4	3	14.5	23	0	0	0	10660	2.512222222	0.711944444	0.176666667	0.3	0.133333333	0.25	2	0.675277778	6.19	1.75	0.0	0.551625
47908	10208	1	0	3	3	6	1	1.0	2	2013	12	4	3	17.83333333	57	1	0	0	7566	1.6725	0.443611111	0.161388889	0.233333333	0.031666667	0.118333333	1	0.579444444	3.9	1.22	0.0	0.6001920000000001
47945	10215	3	1	1	2	1	3	0.0	2	2013	12	4	3	15.5	13	1	0	1	1105	0.274166667	0.0991666669999999	0.1575	0.0	0.045555556	0.0	0	0.091944444	0.0	0.23	0.0	0.199396
47990	10223	0	1	4	5	1	5	0.0	2	2013	12	5	4	10.0	65	1	1	1	12634	2.982222222	0.857777778	0.278333333	0.2666666669999999	0.133333333	0.25	2	0.546666667	0.0	2.07	0.0	0.301321
48034	10236	1	0	3	1	6	1	1.0	2	2013	12	5	4	8.0	47	0	1	0	7399	1.765	0.531388889	0.399722222	0.283333333	0.0	0.0	0	0.438055556	2.9	1.14	0.0	0.5409
48100	10258	0	3	4	3	1	1	1.0	2	2013	12	7	6	17.41666667	54	0	1	2	3590	0.7616666670000001	0.277777778	0.214166667	0.0	0.2166666669999999	0.0	0	0.149722222	1.5	0.57	0.0	0.521336
48120	10263	1	0	4	3	2	1	1.0	2	2013	12	7	6	18.0	49	0	1	2	872	0.21	0.064722222	0.1155555559999999	0.016666667	0.0	0.0	0	0.051944444	1.5	0.12	0.0	0.0
48123	10264	0	1	4	5	1	1	1.0	2	2013	12	7	6	12.5	61	1	1	1	8852	2.014444444	0.607222222	0.175833333	0.0	0.520833333	0.0	0	0.337222222	1.5	1.26	0.0	0.0980231
48138	10266	0	2	4	3	2	4	1.0	2	2013	12	7	6	18.75	38	0	1	1	3775	0.977777778	0.311944444	0.134166667	0.066666667	0.150277778	0.098055556	1	0.259722222	2.5	0.6	0.0	0.472727
48140	10266	1	1	4	5	2	4	1.0	2	2013	12	7	6	17.0	40	1	1	1	3452	1.0069444440000002	0.3575	0.216944444	0.15	0.0	0.0	0	0.421388889	1.55	0.93	10.5	0.4317729999999999
48150	10269	0	3	1	3	6	1	1.0	2	2013	12	8	7	13.08333333	23	1	0	0	595	0.294166667	0.076666667	0.151111111	0.0	0.060277778	0.0	0	0.0855555559999999	1.5	0.22	0.0	0.103896
48162	10272	0	3	3	5	6	1	1.0	2	2013	12	8	7	15.0	36	1	0	0	11865	2.688055556	0.732777778	0.0825	0.0	0.8666666670000001	0.0	0	0.533055556	1.5	1.71	0.0	0.316832
48171	10274	0	2	3	3	6	1	1.0	2	2013	12	8	7	17.75	46	0	0	0	1750	0.364166667	0.110277778	0.014722222	0.0	0.158611111	0.0	0	0.135277778	1.5	0.33	0.0	0.770021
48176	10275	0	7	3	3	1	1	1.0	2	2013	12	8	7	14.25	62	0	1	2	3240	0.7786111109999999	0.268333333	0.113611111	0.15	0.0	0.0	0	0.2775	2.4	0.68	0.0	0.5335340000000001
48177	10276	0	0	3	3	2	5	0.0	2	2013	12	8	7	13.5	60	0	1	1	6054	1.518055556	0.556944444	0.271111111	0.316666667	0.0	0.0	0	0.4925	0.0	1.07	0.0	0.6164689999999999
48204	10285	0	0	1	3	6	1	1.0	2	2013	12	8	7	16.0	43	0	0	0	1035	0.256666667	0.100277778	0.055833333	0.0	0.101944444	0.0	0	0.085	1.5	0.23	0.0	0.0718954
48214	10287	1	0	4	3	1	5	0.0	2	2013	12	8	7	10.0	60	1	0	1	1046	0.264444444	0.074166667	0.064444444	0.0	0.069444444	0.0	0	0.051388889	0.0	0.17	0.0	0.0864865
48245	10295	0	1	1	3	6	4	1.0	2	2013	12	9	1	17.0	33	1	1	0	1348	0.335555556	0.100277778	0.068055556	0.0	0.1	0.0	0	0.095555556	1.5	0.28	0.0	0.2383719999999999
48278	10306	1	0	1	3	6	5	0.0	2	2013	12	9	1	11.0	73	0	0	0	1234	0.296666667	0.116388889	0.116388889	0.0	0.13	0.0	0	0.124166667	0.0	0.28	0.0	0.1588369999999999
48283	10307	0	0	3	3	6	5	0.0	2	2013	12	9	1	10.5	75	1	0	0	1985	0.5775	0.171111111	0.0505555559999999	0.0	0.215555556	0.0	0	0.130555556	0.0	0.34	0.0	0.238298
48298	10309	3	2	4	5	1	1	1.0	2	2013	12	9	1	13.16666667	44	1	1	1	1888	0.514166667	0.161388889	0.073888889	0.0	0.258333333	0.0	0	0.1844444439999999	1.5	0.49	0.0	0.106928
48397	10329	1	6	4	3	1	1	1.0	2	2013	12	10	2	22.0	53	1	1	1	1347	0.345	0.096944444	0.1180555559999999	0.0	0.083333333	0.0	0	0.101388889	1.5	0.28	0.0	0.00273973
48411	10330	1	3	3	3	2	1	1.0	2	2013	12	10	2	11.25	33	1	0	1	1366	0.3858333329999999	0.141388889	0.108888889	0.0	0.115277778	0.0	0	0.126111111	1.5	0.3	0.0	0.1762109999999999
48414	10330	1	6	3	5	2	1	1.0	2	2013	12	10	2	14.25	33	1	0	1	1944	0.447222222	0.113888889	0.071944444	0.0	0.136111111	0.0	0	0.159722222	1.5	0.3	0.0	0.206957
48426	10332	1	1	4	5	2	5	0.0	2	2013	12	10	2	15.33333333	68	1	1	1	6705	1.5672222219999998	0.5327777779999999	0.135277778	0.0	0.5275	0.0	0	0.363333333	0.0	0.92	0.0	0.23318
48440	10337	0	3	4	3	6	5	0.0	2	2013	12	11	3	15.0	73	0	0	0	1411	0.412222222	0.1291666669999999	0.134166667	0.0	0.158333333	0.0	0	0.155	0.0	0.37	0.0	0.218638
48447	10339	0	4	4	3	1	1	1.0	2	2013	12	11	3	15.33333333	35	0	1	2	5004	1.196944444	0.345277778	0.304722222	0.0	0.454444444	0.0	0	0.292222222	1.5	0.96	0.0	0.309886
48471	10341	3	0	3	2	1	3	0.0	2	2013	12	11	3	9.25	13	1	0	1	3993	0.993333333	0.420555556	0.136111111	0.15	0.1475	0.148333333	1	0.264722222	0.75	0.76	0.0	0.505771
48479	10344	0	1	1	5	6	1	1.0	2	2013	12	11	3	9.083333333	22	1	0	0	815	0.256666667	0.136388889	0.1541666669999999	0.0	0.026388889	0.0	0	0.114166667	1.5	0.29	0.0	0.170316
48487	10346	3	0	4	4	1	1	1.0	2	2013	12	11	3	7.5	58	0	1	1	11282	2.480833333	0.7583333329999999	0.3375	0.35	0.0	0.0	0	0.532222222	3.6	1.71	0.0	0.519833
48503	10349	0	0	4	2	1	1	1.0	2	2013	12	12	4	8.0	53	0	1	1	4625	1.238333333	0.3827777779999999	0.0777777779999999	0.0	0.622222222	0.0	0	0.318611111	1.5	0.93	0.0	0.374019
48518	10349	4	3	4	2	1	5	0.0	2	2013	12	12	4	15.41666667	6	1	0	1	4625	1.218611111	0.355277778	0.0841666669999999	0.0	0.6333333329999999	0.0	0	0.3475	0.0	1.04	0.0	0.402878
48519	10350	0	0	3	3	6	1	1.0	2	2013	12	12	4	11.0	32	1	0	0	1146	0.260555556	0.0975	0.0	0.0	0.066666667	0.0	0	0.055	1.5	0.15	0.0	0.2222219999999999
48538	10355	0	2	4	3	6	1	0.5	2	2013	12	12	4	10.33333333	26	1	0	0	1015	0.337777778	0.123888889	0.1275	0.0	0.066666667	0.0	0	0.085833333	0.75	0.22	0.0	0.148867
48545	10355	0	9	4	3	6	1	0.5	2	2013	12	12	4	16.66666667	26	1	0	0	1015	0.334722222	0.098888889	0.153055556	0.0	0.06	0.0	0	0.088888889	0.75	0.22	0.0	0.2125
48548	10355	0	12	4	3	6	1	0.5	2	2013	12	12	4	19.33333333	26	1	0	0	1015	0.337777778	0.123888889	0.1275	0.0	0.055555556	0.0	0	0.091388889	0.75	0.22	0.0	0.24924
48581	10366	0	2	4	3	1	1	1.0	2	2013	12	13	5	13.5	39	0	1	2	7780	1.810833333	0.540277778	0.3363888889999999	0.2166666669999999	0.0	0.0	0	0.3825	2.4	1.25	0.0	0.480029
48602	10369	1	3	3	5	6	1	1.0	2	2013	12	13	5	20.25	29	0	1	2	2806	0.7488888890000001	0.263055556	0.208888889	0.1	0.0	0.0	0	0.219722222	2.4	0.53	0.0	0.53603
48604	10370	0	2	4	3	6	1	1.0	2	2013	12	13	5	9.333333333	44	1	1	2	2715	0.7275	0.21	0.262777778	0.0	0.154444444	0.0	0	0.192222222	1.5	0.5	0.0	0.361272
48615	10371	0	7	4	5	2	1	0.0	2	2013	12	13	5	17.58333333	35	1	1	2	1521	0.425	0.179166667	0.103333333	0.0	0.1916666669999999	0.0	0	0.153888889	0.0	0.33	0.0	0.494585
48617	10371	2	0	4	2	2	5	0.0	2	2013	12	13	5	7.5	5	0	0	2	688	0.296944444	0.100833333	0.2216666669999999	0.0	0.0580555559999999	0.0	0	0.1041666669999999	0.0	0.26	0.0	0.109333
48630	10373	0	0	3	3	6	5	0.0	2	2013	12	13	5	17.5	70	1	0	0	2040	0.5427777779999999	0.1575	0.137222222	0.05	0.0	0.0	0	0.212777778	0.0	0.41	0.0	0.5
48656	10379	0	0	3	1	6	1	1.0	2	2013	12	13	5	8.5	42	1	0	0	5597	1.324166667	0.426666667	0.1436111109999999	0.0	0.67	0.0	0	0.471111111	1.5	1.08	10.5	0.663325
48667	10380	2	0	3	1	6	1	1.0	2	2013	12	13	5	8.416666667000001	23	0	0	0	8625	2.046944444	0.712777778	0.231111111	0.0	0.995555556	0.0	0	0.713333333	1.5	1.57	10.5	0.646417
48689	10383	1	7	4	2	2	1	1.0	2	2013	12	13	5	15.83333333	38	1	1	1	669	0.163055556	0.048888889	0.089444444	0.0	0.054722222	0.0	0	0.068055556	1.5	0.14	0.0	0.2040819999999999
48691	10383	1	9	4	3	2	1	1.0	2	2013	12	13	5	20.25	38	1	1	1	2062	0.525833333	0.165555556	0.156388889	0.0	0.138611111	0.0	0	0.146111111	1.5	0.34	0.0	0.201521
48693	10383	1	11	4	3	2	1	1.0	2	2013	12	13	5	23.0	38	1	1	1	2062	0.525833333	0.165555556	0.156388889	0.0	0.110833333	0.0	0	0.139444444	1.5	0.33	0.0	0.0896414
48723	10387	1	3	4	3	1	1	1.0	2	2013	12	14	6	1.0	46	0	1	2	14956	3.457777778	1.155277778	0.515555556	0.0	0.833333333	0.0	0	0.591111111	1.5	2.17	0.0	0.519737
48724	10388	0	0	1	3	1	1	1.0	2	2013	12	14	6	9.0	45	1	1	2	1764	0.5116666670000001	0.138611111	0.0425	0.0	0.133333333	0.0	0	0.113333333	1.5	0.34	0.0	0.147059
48730	10388	1	7	4	1	1	1	1.0	2	2013	12	14	6	11.93333333	49	0	1	2	1104	0.364166667	0.0925	0.1975	0.0	0.05	0.0	0	0.086944444	1.5	0.25	0.0	0.2012779999999999
48739	10389	2	2	4	3	2	5	0.0	2	2013	12	14	6	15.0	9	1	0	2	2635	0.610833333	0.152222222	0.180555556	0.0	0.184722222	0.0	0	0.213333333	0.0	0.4	0.0	0.290365
48746	10391	0	3	3	3	6	1	1.0	2	2013	12	14	6	17.33333333	37	0	1	0	3477	0.824722222	0.240555556	0.091666667	0.0	0.244722222	0.0	0	0.225555556	1.5	0.68	0.0	0.364532
48803	10402	2	0	3	3	1	3	0.0	2	2013	12	15	7	13.0	15	1	0	1	1749	0.6033333329999999	0.185833333	0.118333333	0.0	0.183333333	0.0	0	0.153611111	0.0	0.46	0.0	0.0433995999999999
48826	10407	1	2	4	3	1	1	1.0	2	2013	12	15	7	21.5	36	0	1	1	993	0.243333333	0.091388889	0.12	0.0	0.043888889	0.0	0	0.060277778	1.5	0.17	0.0	0.119816
48835	10410	0	0	4	3	1	4	0.5	2	2013	12	16	1	18.0	22	0	1	1	10470	2.346388889	0.652222222	0.300555556	0.466666667	0.0	0.083333333	1	0.553888889	1.85	1.69	10.5	0.637914
48861	10417	2	1	3	1	6	1	1.0	2	2013	12	16	1	16.5	31	0	0	0	9352	2.246388889	0.711944444	0.059444444	0.0	0.7113888890000001	0.1	1	0.569722222	3.0	1.51	0.0	0.380302
48874	10422	0	0	3	3	6	1	1.0	2	2013	12	16	1	14.0	57	1	1	0	17786	4.085555556	1.154722222	0.266111111	0.466666667	0.198055556	0.2	2	0.680277778	3.0	2.48	0.0	0.365455
48900	10429	0	0	1	3	2	5	0.0	2	2013	12	17	2	12.0	60	0	1	2	1060	0.2919444439999999	0.074166667	0.126111111	0.0	0.054166667	0.0	0	0.053333333	0.0	0.16	0.0	0.0729166999999999
48926	10433	0	5	4	2	1	1	1.0	2	2013	12	17	2	15.26666667	21	0	1	1	4358	1.078888889	0.369166667	0.283055556	0.0	0.4025	0.0	0	0.281388889	1.5	0.78	0.0	0.126357
48937	10436	0	0	3	3	1	1	0.5	2	2013	12	17	2	10.0	53	0	1	2	7467	1.808611111	0.596388889	0.262222222	0.35	0.0	0.1	1	0.498055556	2.4	1.39	0.0	0.577803
48954	10441	1	1	3	1	2	1	1.0	2	2013	12	17	2	12.08333333	41	1	0	1	1885	0.5541666670000001	0.181111111	0.022777778	0.0	0.1866666669999999	0.0	0	0.190277778	1.5	0.45	0.0	0.290511
48977	10444	1	3	4	3	1	1	1.0	2	2013	12	17	2	19.25	43	1	1	1	1077	0.272777778	0.118333333	0.152777778	0.0	0.0777777779999999	0.0	0	0.1047222219999999	1.5	0.3	0.0	0.488064
48998	10449	0	0	3	3	6	5	0.0	2	2013	12	18	3	11.25	70	1	0	0	2013	0.609444444	0.213333333	0.083888889	0.0	0.199722222	0.0	0	0.136388889	0.0	0.42	0.0	0.0672098
49000	10449	1	1	3	5	6	1	1.0	2	2013	12	18	3	17.0	19	1	0	0	5134	1.29	0.381388889	0.173611111	0.0	0.4733333329999999	0.083333333	1	0.242222222	3.0	0.87	0.0	0.233945
49003	10451	0	0	4	3	1	5	0.0	2	2013	12	18	3	13.0	80	0	1	1	2515	0.7533333329999999	0.241111111	0.086388889	0.0	0.2797222219999999	0.135277778	1	0.240555556	0.0	0.77	0.0	0.357968
49011	10452	2	0	3	2	6	3	0.0	2	2013	12	18	3	8.333333332999999	14	0	0	0	1364	0.346111111	0.110833333	0.189722222	0.0	0.120555556	0.0	0	0.093333333	0.0	0.24	0.0	0.214286
49020	10454	1	1	1	3	1	5	0.0	2	2013	12	18	3	15.75	65	1	0	1	551	0.151666667	0.063055556	0.079722222	0.0	0.018055556	0.0	0	0.0461111109999999	0.0	0.12	0.0	0.301205
49022	10455	0	2	3	5	1	1	1.0	2	2013	12	18	3	19.5	43	1	1	1	7541	1.764444444	0.543611111	0.135277778	0.0	0.557222222	0.0	0	0.523888889	1.5	1.33	0.0	0.463945
49051	10463	0	3	4	5	1	1	1.0	2	2013	12	18	3	13.66666667	42	0	1	1	1046	0.2875	0.081944444	0.0536111109999999	0.0	0.090833333	0.0	0	0.0608333329999999	1.5	0.2	0.0	0.383562
49071	10467	0	0	1	1	6	1	1.0	2	2013	12	18	3	8.333333332999999	28	1	0	0	1054	0.303888889	0.113333333	0.173611111	0.0	0.066666667	0.0	0	0.140555556	1.5	0.28	0.0	0.648221
49093	10470	0	0	3	1	6	1	1.0	2	2013	12	18	3	6.333333333	58	0	1	0	7127	1.6713888890000002	0.507777778	0.126388889	0.233333333	0.15	0.1	1	0.3725	3.0	1.1	0.0	0.538404
49101	10472	0	2	4	2	1	1	1.0	2	2013	12	18	3	15.0	39	1	1	1	2009	0.4975	0.173611111	0.2491666669999999	0.0	0.1541666669999999	0.0	0	0.142777778	1.5	0.42	0.0	0.356031
49149	10486	0	0	3	1	1	1	1.0	2	2013	12	20	5	12.5	38	0	1	1	4690	1.110277778	0.316944444	0.228055556	0.0	0.277777778	0.0	0	0.2819444439999999	1.5	0.81	0.0	0.197044
